date,player,    rank    ,    total    ,    rp_spent    ,    battles    ,    negotiations    ,      traded_goods      ,    wonder_orbs    ,    activity_points    ,    events    ,     donations     ,     encounters     
6/9/25,Shaun,264,83683,102380,7969,1078,10690000,1558,31271,7677,15,80
6/9/25,Andres M Leal,275,83143,117110,8408,2022,7070000,1551,30003,8094,15,80
6/9/25,Taysacks,457,73455,97509,6600,2842,4570000,2160,27187,7533,15,73
6/9/25,Cardinal,469,73083,86409,5757,3181,5150000,2432,31086,8022,15,78
6/9/25,Neba,519,71387,96903,8236,961,6080000,1708,24174,5634,15,80
6/9/25,Greta,533,71082,94712,1555,7671,4130000,2136,29206,7090,15,63
6/9/25,sensejus,564,70171,80901,6423,3929,4860000,1828,28028,7566,15,80
6/9/25,DaBear,806,64374,105020,3925,4380,2760000,1304,22682,7185,15,64
6/9/25,ThorNDrJones,1188,57972,99959,3845,3541,1670000,1130,15952,7606,15,67
6/9/25,KiwiNZ,1341,56053,86049,5778,2740,1520000,999,22699,7184,15,68
6/9/25,Juicimus,1344,56032,76717,6872,754,2990000,1046,30758,7297,15,80
6/9/25,Ulmos Mist,1389,55527,74218,6991,1612,1740000,1670,18583,6067,22,63
6/9/25,LilMedley,2135,47721,69551,6813,1914,978190,565,22181,5880,15,80
6/9/25,CLV. Kelsie.,2208,47131,92482,4818,1574,687720,730,19722,4229,15,64
6/9/25,toasted corn,2245,46784,68063,4464,1134,2280000,1304,18229,5653,15,44
6/9/25,BEVO2112,2395,45614,64377,1315,4481,2480000,1231,19879,4817,18,80
6/9/25,Yoohoohoo,3064,41508,48102,6386,294,2050000,576,15864,7539,14,68
6/9/25,NextEvolution,4129,36330,45169,3856,1118,2540000,848,16409,4129,15,69
6/9/25,Terrahawk,5083,32521,35993,4441,608,1200000,1217,11491,3781,15,63
6/9/25,Mongo,8404,22729,26153,1688,1000,1610000,705,9343,3126,18,80
6/2/25,Carl,7,163130,156130,9864,3187,38300000,2270,30706,6962,15,80
6/2/25,Minx,31,127630,167730,12760,604,17720000,2506,31122,7885,15,80
6/2/25,STH0017,41,120190,116460,5260,4610,24410000,2278,31282,7990,15,80
6/2/25,Chip Finn,78,105310,115750,12802,989,15090000,1685,31101,7067,15,80
6/2/25,Niesa,81,104660,145010,9328,2740,8420000,3282,29800,8022,15,80
6/2/25,Tinger61,165,92281,122020,9766,1820,8260000,2277,29436,7740,10,80
6/2/25,Beyondthestars,241,84905,130990,5080,4931,4310000,2557,28678,7851,15,80
6/2/25,CVanquish,255,83936,143310,5128,3226,6750000,1392,29398,7989,16,40
6/2/25,Lethdo,256,83737,117810,6318,4250,4530000,2482,30878,8588,12,80
6/2/25,Shaun,272,82664,100980,7850,1046,10590000,1532,31014,7677,16,77
6/2/25,Andres M Leal,277,82343,116150,8329,1977,7030000,1521,29757,8035,12,80
6/2/25,Taysacks,452,72926,96559,6556,2805,4560000,2140,27007,7533,15,80
6/2/25,Cardinal,478,72252,85409,5703,3145,5100000,2400,30826,7918,15,45
6/2/25,Neba,530,70657,95870,8139,943,6070000,1676,24021,5600,30,80
6/2/25,Greta,534,70492,93883,1534,7604,4110000,2115,28979,7044,14,62
6/2/25,sensejus,572,69553,79714,6349,3883,4840000,1828,27874,7541,15,80
6/2/25,DaBear,821,63680,104170,3890,4337,2740000,1264,22494,7121,12,63
6/2/25,ThorNDrJones,1208,57398,99179,3800,3491,1660000,1112,15649,7576,15,63
6/2/25,KiwiNZ,1367,55404,85091,5717,2706,1500000,979,22488,7122,15,80
6/2/25,Ulmos Mist,1380,55249,73675,6933,1606,1740000,1670,18476,6065,17,63
6/2/25,LilMedley,2176,47167,68484,6729,1889,970140,565,22100,5834,15,80
6/2/25,CLV. Kelsie.,2211,46839,91915,4769,1553,687720,730,19621,4229,15,63
6/2/25,toasted corn,2265,46345,67468,4430,1116,2270000,1274,18075,5653,11,64
6/2/25,BEVO2112,2471,44951,63726,1306,4398,2460000,1199,19679,4726,15,70
6/2/25,Yoohoohoo,3087,41145,47599,6314,285,2040000,576,15756,7500,15,64
6/2/25,NextEvolution,4281,35467,44141,3810,1087,2390000,828,16219,4091,15,69
6/2/25,Terrahawk,5272,31742,35087,4322,590,1180000,1184,11274,3724,14,63
6/2/25,Quercus,7448,24921,29606,2790,462,2710000,624,6965,1764,16,80
6/2/25,Mongo,8783,21833,25179,1587,940,1560000,675,8993,3088,15,77
5/26/25,Carl,7,162210,155020,9758,3153,38190000,2260,29841,6962,15,80
5/26/25,Minx,31,126750,166470,12625,602,17620000,2496,30695,7885,15,80
5/26/25,STH0017,42,118830,115370,5238,4539,24010000,2258,31210,7990,15,80
5/26/25,Chip Finn,78,104340,114500,12698,969,14930000,1671,31016,7067,15,80
5/26/25,Niesa,81,103950,143720,9290,2689,8380000,3262,29634,8022,15,80
5/26/25,Tinger61,166,91598,120820,9689,1800,8220000,2262,29218,7740,10,80
5/26/25,Beyondthestars,245,84252,129770,5026,4891,4240000,2557,28405,7851,15,80
5/26/25,CVanquish,253,83459,142250,5091,3197,6730000,1392,29069,7989,16,50
5/26/25,Lethdo,257,83063,116610,6269,4214,4500000,2452,30780,8588,15,80
5/26/25,Shaun,277,81779,99793,7749,1015,10500000,1507,30892,7677,15,80
5/26/25,Andres M Leal,281,81577,114870,8253,1945,7020000,1491,29283,8035,15,80
5/26/25,Taysacks,461,72244,95293,6503,2770,4550000,2110,26748,7533,15,80
5/26/25,Cardinal,479,71815,84663,5670,3128,5040000,2392,30778,7918,15,63
5/26/25,Neba,533,70061,94910,8055,928,6040000,1661,23707,5600,15,80
5/26/25,Greta,534,70053,93127,1525,7543,4090000,2105,28740,7044,15,64
5/26/25,sensejus,583,68974,78638,6275,3850,4810000,1828,27609,7541,15,80
5/26/25,DaBear,824,63291,103270,3858,4302,2730000,1264,22354,7121,15,66
5/26/25,ThorNDrJones,1223,56955,98346,3764,3455,1650000,1102,15373,7576,15,69
5/26/25,Ulmos Mist,1374,55024,73334,6876,1600,1740000,1669,18396,6065,19,63
5/26/25,KiwiNZ,1387,54882,84138,5641,2677,1500000,969,22403,7122,15,80
5/26/25,LilMedley,2210,46604,67459,6633,1871,961180,565,21500,5834,15,80
5/26/25,CLV. Kelsie.,2218,46534,91408,4706,1533,687720,730,19496,4229,15,80
5/26/25,toasted corn,2301,45942,66737,4370,1100,2250000,1274,17899,5653,11,66
5/26/25,BEVO2112,2510,44583,63372,1306,4328,2440000,1179,19559,4726,15,66
5/26/25,Yoohoohoo,3126,40806,46948,6252,281,2030000,576,15589,7500,11,68
5/26/25,NextEvolution,4434,34704,43136,3771,1050,2270000,808,15909,4091,15,68
5/26/25,Terrahawk,5404,31169,34256,4211,577,1170000,1168,11182,3724,15,68
5/26/25,Quercus,7612,24418,28884,2721,442,2640000,624,6881,1764,23,80
5/26/25,Mongo,9079,21128,24247,1494,903,1490000,663,8766,3088,15,68
5/19/25,Carl,7,161280,153650,9674,3125,38070000,2260,29767,6842,15,80
5/19/25,Minx,32,125550,164800,12467,600,17480000,2486,30250,7796,15,80
5/19/25,STH0017,46,117080,114000,5206,4467,23550000,2228,30850,7900,15,80
5/19/25,Chip Finn,80,102990,113080,12557,955,14660000,1656,30724,7010,15,80
5/19/25,Niesa,81,102950,142230,9256,2630,8310000,3222,29449,7941,15,80
5/19/25,Tinger61,170,90700,119380,9596,1781,8170000,2239,28968,7660,10,80
5/19/25,Beyondthestars,249,83308,128230,4958,4853,4130000,2557,28180,7756,15,80
5/19/25,CVanquish,254,82855,141050,5057,3175,6690000,1392,28774,7895,16,41
5/19/25,Lethdo,256,82374,115310,6216,4182,4480000,2432,30780,8532,15,80
5/19/25,Andres M Leal,280,80941,114160,8187,1917,6990000,1467,29067,7960,15,80
5/19/25,Shaun,283,80492,98391,7620,985,10350000,1468,30508,7589,15,77
5/19/25,Taysacks,474,71318,93939,6434,2733,4520000,2080,26479,7392,15,80
5/19/25,Cardinal,484,71075,83832,5611,3111,4980000,2361,30650,7841,15,80
5/19/25,Greta,546,69227,91807,1514,7472,4060000,2075,28512,6945,14,64
5/19/25,Neba,548,69173,93645,7951,911,6020000,1649,23386,5411,15,80
5/19/25,sensejus,595,68099,77270,6179,3805,4770000,1828,27000,7428,15,80
5/19/25,DaBear,835,62608,102330,3816,4270,2710000,1234,22126,7034,15,69
5/19/25,ThorNDrJones,1222,56424,97499,3722,3419,1640000,1092,15246,7493,15,63
5/19/25,Ulmos Mist,1368,54664,72827,6819,1594,1740000,1669,18269,5974,20,63
5/19/25,KiwiNZ,1419,54167,83015,5558,2644,1480000,959,22005,7046,10,64
5/19/25,CLV. Kelsie.,2229,46124,90739,4643,1501,687720,730,19339,4192,15,63
5/19/25,LilMedley,2266,45878,66186,6543,1851,951940,565,21301,5685,15,80
5/19/25,toasted corn,2312,45451,65969,4314,1078,2230000,1274,17661,5569,14,64
5/19/25,BEVO2112,2546,44041,62703,1287,4261,2410000,1169,19267,4666,13,60
5/19/25,Yoohoohoo,3231,40084,45870,6138,269,2010000,576,15462,7354,13,67
5/19/25,NextEvolution,4612,33782,41817,3729,1006,2190000,778,15637,4008,15,67
5/19/25,Terrahawk,5625,30219,33295,4095,560,1150000,1122,10865,3574,15,63
5/19/25,Quercus,8111,23124,27723,2625,421,2540000,535,6467,1683,25,80
5/19/25,Mongo,9495,20135,22976,1410,877,1400000,633,8456,2993,15,67
5/12/25,Carl,7,159980,152440,9573,3102,37850000,2200,29686,6842,15,80
5/12/25,Minx,32,124430,163230,12310,596,17350000,2486,30093,7650,15,80
5/12/25,STH0017,49,115170,112720,5166,4403,23050000,2188,30498,7759,15,80
5/12/25,Niesa,81,101840,140850,9196,2589,8230000,3182,29201,7755,15,80
5/12/25,Chip Finn,84,100990,111500,12380,944,14240000,1629,30357,6802,15,80
5/12/25,Tinger61,169,89850,117930,9521,1762,8130000,2210,28776,7604,15,80
5/12/25,CVanquish,252,82101,139900,5028,3155,6660000,1362,28545,7760,16,63
5/12/25,Beyondthestars,255,81609,126550,4895,4812,4030000,2397,27978,7696,15,80
5/12/25,Lethdo,256,81488,113850,6148,4156,4450000,2397,30696,8453,15,80
5/12/25,Andres M Leal,279,80231,113660,8116,1893,6950000,1447,28895,7770,14,80
5/12/25,Shaun,296,79244,97060,7501,960,10230000,1434,30237,7403,15,70
5/12/25,Taysacks,479,70591,92659,6376,2696,4500000,2060,26043,7374,15,80
5/12/25,Cardinal,495,70000,82854,5526,3077,4880000,2313,29979,7746,15,80
5/12/25,Greta,549,68548,90895,1501,7394,4020000,2055,28191,6899,15,66
5/12/25,Neba,560,68333,92560,7844,898,5970000,1626,23094,5310,15,80
5/12/25,sensejus,605,67400,76148,6101,3758,4730000,1818,26848,7398,15,80
5/12/25,DaBear,851,61856,101330,3773,4229,2680000,1204,21932,6929,15,80
5/12/25,ThorNDrJones,1225,55919,96731,3685,3388,1640000,1082,15081,7388,15,63
5/12/25,Ulmos Mist,1366,54300,72200,6761,1587,1740000,1669,18126,5914,18,61
5/12/25,KiwiNZ,1449,53422,82084,5490,2616,1440000,939,21651,6941,10,69
5/12/25,CLV. Kelsie.,2240,45791,90126,4581,1478,687720,730,19238,4192,15,63
5/12/25,LilMedley,2303,45262,65107,6462,1830,936820,565,21139,5589,15,80
5/12/25,toasted corn,2341,45006,65246,4257,1065,2210000,1274,17454,5500,16,64
5/12/25,BEVO2112,2596,43446,61807,1278,4200,2390000,1149,19125,4591,15,65
5/12/25,Yoohoohoo,3265,39646,45445,6010,257,1990000,576,15294,7348,12,69
5/12/25,NextEvolution,4724,33095,40689,3686,974,2120000,770,15424,3953,15,67
5/12/25,Terrahawk,5778,29534,32470,3910,548,1120000,1104,10462,3566,15,63
5/12/25,Quercus,8660,21807,26529,2508,401,2370000,495,6219,1510,19,80
5/12/25,Mongo,9920,19254,21975,1351,849,1300000,615,8263,2858,15,70
5/5/25,Carl,7,158580,151200,9447,3079,37580000,2190,29622,6658,15,80
5/5/25,Minx,32,123360,161910,12143,590,17210000,2486,29979,7557,15,80
5/5/25,STH0017,50,113560,111460,5118,4347,22560000,2178,30189,7729,15,80
5/5/25,Niesa,81,101020,139490,9140,2551,8160000,3162,28960,7734,15,80
5/5/25,Chip Finn,85,99393,110080,12198,931,13900000,1605,30018,6772,15,80
5/5/25,Tinger61,169,88934,116610,9442,1739,8080000,2183,28504,7486,15,80
5/5/25,CVanquish,252,81426,138650,4985,3125,6630000,1362,28298,7640,16,64
5/5/25,Lethdo,261,80543,112340,6081,4121,4440000,2364,29963,8348,15,80
5/5/25,Beyondthestars,264,80323,125150,4836,4769,3960000,2327,27651,7486,15,80
5/5/25,Andres M Leal,277,79745,113110,8034,1863,6910000,1447,28646,7749,14,80
5/5/25,Shaun,301,78110,95797,7379,939,10090000,1390,29970,7388,15,80
5/5/25,Taysacks,492,69554,91247,6311,2644,4450000,2020,25928,7236,15,80
5/5/25,Cardinal,506,69144,81945,5460,3042,4790000,2285,29763,7666,15,80
5/5/25,Greta,561,67837,89939,1491,7312,3990000,2035,27977,6788,15,60
5/5/25,Neba,568,67616,91467,7744,879,5950000,1609,22917,5256,15,80
5/5/25,sensejus,630,66085,74902,6014,3715,4690000,1733,26738,7181,15,80
5/5/25,DaBear,865,61145,100420,3736,4193,2650000,1174,21764,6824,15,68
5/5/25,ThorNDrJones,1233,55387,95940,3642,3352,1630000,1072,14928,7283,15,63
5/5/25,Ulmos Mist,1358,54007,71675,6700,1581,1740000,1669,18008,5899,17,63
5/5/25,KiwiNZ,1472,52740,81068,5426,2585,1410000,929,21395,6846,14,72
5/5/25,CLV. Kelsie.,2239,45462,89565,4529,1455,687720,730,19159,4161,15,63
5/5/25,LilMedley,2357,44629,64039,6378,1807,930420,545,20955,5568,15,80
5/5/25,toasted corn,2457,44011,64475,4201,1044,2200000,1194,17231,5305,14,43
5/5/25,BEVO2112,2664,42749,60963,1264,4129,2370000,1126,18924,4456,,
5/5/25,Yoohoohoo,3335,39006,44953,5891,235,1980000,576,15123,7159,14,64
5/5/25,NextEvolution,4887,32319,39697,3636,946,2090000,741,15230,3803,15,68
5/5/25,Terrahawk,5995,28608,31602,3850,534,1080000,1059,10176,3464,15,64
5/5/25,Quercus,9144,20719,25638,2360,379,2190000,470,5935,1500,15,80
5/5/25,Mongo,10431,18206,20409,1290,814,1160000,591,7956,2816,16,55
4/28/25,Carl,7,156950,149890,9298,3059,37220000,2140,29471,6657,15,80
4/28/25,Minx,32,122130,160500,11972,584,17070000,2456,29574,7506,15,80
4/28/25,STH0017,50,111650,110070,5099,4265,22070000,2148,30010,7519,15,80
4/28/25,Niesa,81,99979,138130,9089,2499,8070000,3122,28714,7644,15,80
4/28/25,Chip Finn,89,97930,108770,12057,905,13550000,1605,29816,6697,15,80
4/28/25,Tinger61,169,88029,115150,9360,1716,8040000,2153,28373,7399,15,80
4/28/25,CVanquish,254,80816,137570,4926,3091,6600000,1352,27989,7625,16,65
4/28/25,Beyondthestars,266,79620,123920,4773,4721,3890000,2327,27311,7486,15,80
4/28/25,Lethdo,267,79596,110990,6012,4085,4390000,2334,29580,8230,15,80
4/28/25,Andres M Leal,277,79072,112170,7959,1828,6870000,1437,28382,7674,15,80
4/28/25,Shaun,310,76928,94540,7249,911,9940000,1362,29773,7301,15,64
4/28/25,Taysacks,501,68755,90040,6244,2600,4410000,2000,25704,7161,15,80
4/28/25,Cardinal,528,68004,80752,5377,3001,4670000,2245,29578,7531,15,68
4/28/25,Greta,564,67142,88956,1484,7233,3960000,2015,27750,6694,15,63
4/28/25,Neba,583,66848,90389,7640,857,5920000,1582,22596,5234,25,80
4/28/25,sensejus,631,65437,73890,5912,3677,4640000,1733,26591,7181,15,80
4/28/25,DaBear,880,60352,99668,3699,4147,2620000,1114,21489,6764,15,64
4/28/25,ThorNDrJones,1230,54944,95229,3605,3315,1630000,1072,14655,7208,15,68
4/28/25,Ulmos Mist,1345,53736,71213,6644,1573,1740000,1669,17882,5884,18,62
4/28/25,KiwiNZ,1503,52048,80038,5359,2541,1380000,919,21112,6758,10,80
4/28/25,CLV. Kelsie.,2246,45102,88932,4477,1432,687280,730,19036,4123,15,63
4/28/25,LilMedley,2410,44027,63027,6287,1780,921350,545,20483,5520,15,80
4/28/25,toasted corn,2461,43692,63828,4162,1028,2180000,1194,17031,5305,15,67
4/28/25,Yoohoohoo,3426,38282,44427,5756,223,1940000,536,14962,7144,15,66
4/28/25,NextEvolution,5004,31737,38814,3588,905,2070000,731,15049,3747,15,62
4/28/25,Terrahawk,6172,27828,30751,3736,511,1040000,1034,9979,3385,15,64
4/28/25,Quercus,9630,19606,24634,2217,356,1980000,470,5764,1411,15,80
4/28/25,Mongo,10851,17393,19616,1240,776,1100000,556,7562,2708,9,52
4/21/25,Carl,7,155520,148590,9136,3040,36940000,2120,28820,6657,15,80
4/21/25,Minx,32,121210,159140,11831,577,16940000,2456,29359,7506,15,80
4/21/25,STH0017,52,110170,108940,5077,4193,21650000,2118,29676,7519,15,80
4/21/25,Niesa,82,99111,136720,9026,2460,8000000,3092,28524,7644,15,80
4/21/25,Chip Finn,94,96516,107350,11925,882,13280000,1571,29500,6697,15,80
4/21/25,Tinger61,171,87307,113790,9281,1701,7990000,2140,28075,7399,15,80
4/21/25,CVanquish,255,80197,136480,4874,3067,6570000,1332,27622,7625,15,66
4/21/25,Beyondthestars,268,78978,122800,4710,4682,3830000,2327,27030,7486,15,80
4/21/25,Lethdo,270,78900,109720,5946,4057,4360000,2315,29209,8230,15,80
4/21/25,Andres M Leal,278,78556,111250,7877,1801,6850000,1437,28113,7674,14,80
4/21/25,Shaun,317,75957,93411,7141,900,9800000,1333,29467,7301,13,76
4/21/25,Taysacks,513,68041,88803,6197,2550,4390000,1980,25049,7161,15,80
4/21/25,Cardinal,547,67263,79805,5305,2981,4570000,2220,29578,7531,15,80
4/21/25,Greta,569,66671,88125,1469,7173,3940000,2005,27385,6694,15,69
4/21/25,Neba,592,66159,89301,7539,842,5890000,1564,22200,5234,25,80
4/21/25,sensejus,647,64676,72691,5800,3634,4600000,1733,25819,7181,15,80
4/21/25,DaBear,877,59960,98836,3671,4110,2610000,1114,21296,6764,15,64
4/21/25,ThorNDrJones,1243,54534,94380,3575,3277,1630000,1062,14531,7208,15,80
4/21/25,Ulmos Mist,1340,53473,70730,6590,1565,1740000,1669,17711,5884,20,60
4/21/25,KiwiNZ,1534,51484,79113,5274,2517,1370000,909,20725,6758,15,80
4/21/25,CLV. Kelsie.,2266,44807,88375,4423,1413,687280,730,18933,4123,15,64
4/21/25,LilMedley,2466,43452,61992,6187,1760,902970,545,20086,5520,15,80
4/21/25,toasted corn,2493,43264,62963,4102,1013,2160000,1194,16791,5305,15,64
4/21/25,BEVO2112,2636,42394,60401,1257,4126,2340000,1116,18604,4396,15,60
4/21/25,Yoohoohoo,3473,37886,43763,5658,218,1940000,536,14788,7144,11,73
4/21/25,NextEvolution,5136,31178,37942,3512,889,2030000,721,14712,3747,10,80
4/21/25,Terrahawk,6391,27047,29882,3627,498,998810,996,9643,3385,15,63
4/21/25,Quercus,10068,18718,23764,2082,334,1820000,470,5413,1411,15,80
4/21/25,Mongo,11116,16817,18862,1204,752,1050000,526,7376,2708,12,54
4/14/25,Carl,7,153900,147090,9006,3017,36600000,2120,28676,6417,15,80
4/14/25,Minx,32,120230,157740,11689,572,16820000,2456,28951,7452,15,80
4/14/25,STH0017,52,108580,107690,5044,4127,21220000,2098,29356,7434,15,80
4/14/25,Niesa,82,97810,135150,8956,2434,7900000,3062,28299,7290,15,80
4/14/25,Chip Finn,97,95155,105950,11812,849,13060000,1568,29171,6449,15,80
4/14/25,Tinger61,174,86118,112250,9186,1683,7920000,2104,27674,7177,15,80
4/14/25,CVanquish,258,79491,135270,4829,3041,6540000,1332,27401,7449,16,63
4/14/25,Lethdo,269,78039,108360,5874,4031,4320000,2287,28926,8163,15,80
4/14/25,Beyondthestars,273,77932,121420,4649,4644,3760000,2327,26783,7138,15,80
4/14/25,Andres M Leal,279,77812,110150,7797,1774,6820000,1437,27855,7510,15,80
4/14/25,Shaun,330,74742,92097,7025,878,9650000,1295,29150,7214,15,77
4/14/25,Taysacks,517,67288,87558,6132,2513,4370000,1960,25007,7064,15,80
4/14/25,Cardinal,555,66410,78836,5235,2950,4500000,2192,29074,7458,15,80
4/14/25,Greta,576,65901,87137,1460,7098,3910000,1975,27147,6576,15,64
4/14/25,Neba,609,65114,88234,7427,825,5870000,1535,21925,4936,24,80
4/14/25,sensejus,673,63388,71475,5707,3590,4550000,1633,25690,7082,15,80
4/14/25,DaBear,871,59479,98042,3631,4076,2590000,1114,21170,6674,15,63
4/14/25,ThorNDrJones,1262,53863,93578,3536,3243,1620000,1032,14426,7058,15,68
4/14/25,Ulmos Mist,1334,53032,70190,6532,1561,1730000,1649,17608,5818,23,80
4/14/25,KiwiNZ,1525,51116,78372,5262,2509,1360000,899,20577,6698,2,73
4/14/25,CLV. Kelsie.,2252,44521,87857,4378,1387,687280,730,18793,4123,15,63
4/14/25,toasted corn,2530,42695,62151,4033,996,2140000,1194,16557,5187,15,64
4/14/25,LilMedley,2538,42664,60817,6098,1743,889280,545,19989,5275,15,80
4/14/25,BEVO2112,2648,42058,60156,1257,4063,2320000,1105,18453,4368,15,71
4/14/25,Yoohoohoo,3543,37350,43001,5595,204,1910000,536,14696,7019,10,74
4/14/25,NextEvolution,5322,30372,36951,3437,859,1980000,704,14504,3594,15,64
4/14/25,Terrahawk,6724,25997,28971,3509,486,955990,960,9318,3120,15,65
4/14/25,Quercus,10558,17736,22675,1933,315,1690000,469,5052,1322,15,80
4/14/25,Mongo,11690,15870,17898,1155,726,1000000,510,7135,2362,15,68
4/7/25,Carl,7,152410,145680,8873,2990,36200000,2120,28521,6402,15,80
4/7/25,Minx,31,119240,156450,11551,563,16700000,2456,28833,7335,15,80
4/7/25,STH0017,54,106800,106530,4993,4074,20880000,2038,29016,7173,15,80
4/7/25,Niesa,83,96946,133940,8889,2398,7810000,3032,28054,7290,15,80
4/7/25,Chip Finn,97,93737,104720,11690,809,12730000,1551,28882,6449,15,80
4/7/25,Tinger61,177,85233,110980,9099,1658,7870000,2072,27413,7130,15,80
4/7/25,CVanquish,258,78893,134030,4781,3010,6510000,1332,27146,7389,15,66
4/7/25,Beyondthestars,275,77296,120310,4594,4609,3700000,2327,26634,7108,15,80
4/7/25,Lethdo,280,77134,107050,5804,3997,4290000,2252,28570,8056,23,80
4/7/25,Andres M Leal,281,77097,108980,7722,1748,6780000,1437,27632,7394,13,80
4/7/25,Shaun,345,73370,90831,6899,857,9490000,1234,28812,7106,15,75
4/7/25,Taysacks,530,66316,86171,6059,2481,4340000,1930,24939,6863,15,80
4/7/25,Cardinal,574,65342,77828,5141,2916,4380000,2158,28601,7350,15,80
4/7/25,Greta,577,65284,86278,1449,7026,3890000,1955,26969,6495,15,63
4/7/25,Neba,613,64455,87127,7308,808,5850000,1525,21707,4936,36,80
4/7/25,sensejus,696,62464,70266,5604,3539,4520000,1633,25562,6844,15,80
4/7/25,DaBear,876,58994,97247,3588,4039,2570000,1114,20972,6617,8,67
4/7/25,ThorNDrJones,1273,53332,92762,3499,3209,1600000,1032,14301,6917,15,72
4/7/25,Ulmos Mist,1340,52604,69644,6475,1535,1730000,1629,17494,5809,15,80
4/7/25,KiwiNZ,1560,50402,77385,5204,2472,1360000,869,20309,6602,5,50
4/7/25,CLV. Kelsie.,2256,44255,87395,4332,1363,687280,730,18690,4123,15,63
4/7/25,LilMedley,2582,42092,59852,6006,1725,875470,545,19812,5210,15,80
4/7/25,toasted corn,2675,41610,61062,3959,975,2100000,1144,16303,4916,15,63
4/7/25,BEVO2112,2708,41415,59370,1255,3987,2290000,1079,18283,4279,15,65
4/7/25,Yoohoohoo,3629,36726,42297,5520,197,1900000,516,14568,6869,10,64
4/7/25,NextEvolution,5495,29662,36031,3380,833,1960000,682,14285,3467,,
4/7/25,Terrahawk,6946,25297,28175,3385,467,916260,939,9018,3120,15,63
4/7/25,Quercus,11220,16534,21744,1782,294,1580000,414,4805,1225,10,80
4/7/25,Mongo,12001,15263,17184,1112,688,973450,475,6831,2362,15,58
3/31/25,Carl,8,150440,144260,8737,2965,35790000,2040,28375,6349,15,80
3/31/25,Minx,32,118040,154990,11411,549,16570000,2426,28692,7230,15,80
3/31/25,STH0017,55,105170,105350,4943,4019,20430000,2028,28810,7014,15,80
3/31/25,Niesa,83,96122,132630,8829,2362,7750000,3002,27932,7272,15,80
3/31/25,Chip Finn,104,92236,103460,11585,764,12450000,1501,28616,6401,15,80
3/31/25,Tinger61,180,84142,109540,8992,1627,7790000,2041,27129,7009,18,80
3/31/25,CVanquish,262,78141,132990,4726,2978,6490000,1297,26876,7320,15,63
3/31/25,Beyondthestars,276,76561,119110,4526,4567,3610000,2327,26412,7096,15,80
3/31/25,Andres M Leal,282,76402,107930,7644,1722,6730000,1427,27338,7353,14,80
3/31/25,Lethdo,286,76323,105800,5742,3954,4270000,2224,28380,7981,15,80
3/31/25,Shaun,351,72363,89633,6781,834,9330000,1231,28575,7046,15,75
3/31/25,Taysacks,542,65530,84917,5984,2443,4310000,1910,24757,6782,15,80
3/31/25,Greta,591,64510,85237,1433,6949,3840000,1935,26830,6397,15,64
3/31/25,Cardinal,599,64320,76779,5053,2879,4270000,2124,28378,7260,15,80
3/31/25,Neba,615,63759,86063,7213,787,5830000,1502,21590,4902,27,80
3/31/25,sensejus,704,61810,69166,5539,3469,4480000,1633,25474,6814,15,80
3/31/25,DaBear,902,58106,96304,3552,3993,2540000,1054,20760,6509,15,70
3/31/25,ThorNDrJones,1274,52950,91981,3460,3171,1600000,1032,14227,6902,15,63
3/31/25,Ulmos Mist,1341,52288,69143,6416,1529,1720000,1629,17419,5767,15,63
3/31/25,KiwiNZ,1568,49911,76553,5162,2453,1350000,869,20204,6461,2,61
3/31/25,CLV. Kelsie.,2256,43999,86924,4288,1341,687280,730,18628,4123,15,63
3/31/25,LilMedley,2635,41560,58873,5918,1706,848840,545,19701,5201,15,80
3/31/25,toasted corn,2701,41168,60319,3892,946,2080000,1144,16105,4916,15,64
3/31/25,BEVO2112,2749,40902,58864,1234,3919,2260000,1066,18099,4209,16,60
3/31/25,Yoohoohoo,3653,36363,41707,5449,195,1890000,516,14454,6824,14,67
3/31/25,Terrahawk,7143,24637,27425,3277,450,861440,921,8792,3120,15,63
3/31/25,Quercus,11811,15506,20833,1657,271,1450000,394,4565,1113,14,80
3/31/25,Mongo,12259,14830,16477,1069,664,938400,475,6492,2344,15,48
3/24/25,Carl,7,148980,142820,8585,2942,35430000,2040,28131,6333,15,80
3/24/25,Minx,32,116530,153650,11257,541,16440000,2336,28204,7125,15,80
3/24/25,STH0017,58,103630,104230,4920,3943,19960000,2008,28727,7008,15,80
3/24/25,Niesa,84,95131,131330,8776,2313,7640000,2965,27676,7239,15,80
3/24/25,Chip Finn,112,90713,102110,11474,721,12060000,1501,28544,6305,15,80
3/24/25,Tinger61,180,83259,108150,8885,1604,7730000,2015,26865,7009,13,80
3/24/25,CVanquish,262,77509,131950,4674,2942,6460000,1297,26568,7224,13,66
3/24/25,Andres M Leal,282,75791,106980,7564,1696,6690000,1417,27158,7329,15,80
3/24/25,Beyondthestars,289,75612,118030,4465,4527,3530000,2267,26146,7096,15,80
3/24/25,Lethdo,290,75488,104510,5679,3921,4240000,2194,28380,7858,15,80
3/24/25,Shaun,370,71067,88363,6661,817,9160000,1193,28265,6890,15,71
3/24/25,Taysacks,554,64672,83618,5912,2398,4260000,1880,24409,6782,15,80
3/24/25,Greta,593,63895,84379,1421,6879,3810000,1915,26444,6359,11,64
3/24/25,Cardinal,617,63227,75787,4950,2840,4150000,2091,27999,7125,15,80
3/24/25,Neba,625,62982,84989,7123,765,5810000,1471,21207,4862,25,80
