date,player,    rank    ,    total    ,    rp_spent    ,    battles    ,    negotiations    ,      traded_goods      ,    wonder_orbs    ,    activity_points    ,    events    ,     donations     ,     encounters     
8/18/25,LilMedley,1744,54167,80415,7670,2142,1200000,626,24524,6445,15,80
8/18/25,toasted corn,1944,52307,75781,5004,1339,2520000,1484,20345,6165,15,62
8/18/25,BEVO2112,2082,51065,71318,1363,5170,2770000,1394,21677,5488,15,68
8/18/25,CLV. Kelsie.,2131,50648,99313,5413,1739,719260,730,21046,4323,15,63
8/18/25,Yoohoohoo,2683,46073,54114,7053,406,2150000,676,17079,8219,15,68
8/18/25,NextEvolution,2904,44683,57227,4397,1430,3870000,858,18686,4819,20,67
8/18/25,Terrahawk,3683,40201,45149,5474,760,1510000,1501,14303,4472,15,63
8/18/25,Mongo,5727,31536,37322,2373,1400,2370000,951,12059,3946,15,77
8/18/25,SephGaming,6371,29321,50676,1162,1258,920120,875,15344,4062,15,60
8/11/25,Carl,10,173630,168190,10733,3399,39830000,2557,33093,7548,15,80
8/11/25,Minx,30,139540,184150,14272,688,18810000,2786,33736,8644,15,80
8/11/25,STH0017,38,133510,128780,5689,5197,27400000,2538,34090,8640,15,80
8/11/25,Chip Finn,64,119080,129730,14372,1157,17560000,1845,33866,7846,15,80
8/11/25,Niesa,75,115260,161460,10001,3116,9390000,3585,32528,8692,15,80
8/11/25,Tinger61,147,100240,134160,10567,2040,8660000,2500,32019,8464,10,80
8/11/25,Pool,169,97211,164790,9504,1796,5540000,2295,31323,7710,44,80
8/11/25,Beyondthestars,207,94029,144170,5682,5328,5250000,2777,31117,8467,15,80
8/11/25,Shaun,213,93603,114730,9043,1346,11640000,1825,33761,8342,15,80
8/11/25,Lethdo,228,91898,131190,6982,4603,4720000,2750,33819,9348,15,80
8/11/25,Andres M Leal,264,89006,125850,9035,2355,7320000,1623,32187,8778,15,80
8/11/25,Cardinal,408,79998,96076,6305,3359,5700000,2651,33199,8662,15,68
8/11/25,Taysacks,423,79096,107420,7015,3104,4630000,2350,28724,8114,15,60
8/11/25,sensejus,467,77804,91508,7137,4336,5140000,2058,30492,8347,15,80
8/11/25,Greta,497,76580,103470,1715,8244,4280000,2276,31508,7689,15,63
8/11/25,falcon,653,71785,53981,9444,1305,11860000,1307,18230,4706,12,80
8/11/25,DaBear,771,69010,112890,4277,4750,2910000,1334,24352,7803,15,67
8/11/25,ThorNDrJones,1101,63127,108460,4273,3871,1810000,1207,18467,8209,15,55
8/11/25,KiwiNZ,1251,60939,94376,6244,3001,1600000,1069,24691,7838,11,63
8/11/25,Ulmos Mist,1419,58078,78636,7492,1672,1750000,1691,19604,6162,11,60
8/11/25,LilMedley,1766,53639,79341,7593,2120,1180000,626,24368,6445,15,80
8/11/25,toasted corn,1966,51787,74861,4948,1312,2470000,1484,20171,6165,15,61
8/11/25,BEVO2112,2116,50461,70508,1360,5098,2740000,1376,21523,5398,15,66
8/11/25,CLV. Kelsie.,2131,50361,98822,5351,1729,713470,730,20957,4323,15,63
8/11/25,Yoohoohoo,2700,45666,53555,6993,387,2140000,676,16995,8138,12,68
8/11/25,NextEvolution,2981,43981,56097,4330,1405,3760000,858,18437,4819,15,69
8/11/25,Terrahawk,3814,39397,44256,5387,746,1500000,1467,13968,4328,15,64
8/11/25,Mongo,5921,30696,36166,2315,1360,2310000,931,11910,3832,15,80
8/11/25,SephGaming,6529,28692,49962,1121,1229,904620,855,15113,3906,15,60
8/4/25,Carl,10,172710,166950,10648,3373,39690000,2547,32886,7521,15,80
8/4/25,Minx,30,137660,181020,14052,674,18670000,2746,33545,8530,15,80
8/4/25,STH0017,38,132440,127620,5619,5163,27230000,2498,33780,8634,15,80
8/4/25,Chip Finn,68,116780,128140,14150,1125,17040000,1809,33589,7711,15,80
8/4/25,Niesa,74,113550,156930,9910,3077,9310000,3565,32249,8665,17,80
8/4/25,Tinger61,148,99174,132660,10446,2014,8590000,2480,31749,8332,15,79
8/4/25,Beyondthestars,205,93320,142880,5625,5284,5160000,2777,30921,8464,15,80
8/4/25,Shaun,218,92320,113200,8879,1300,11500000,1796,33490,8333,15,76
8/4/25,Lethdo,232,90794,129580,6874,4558,4680000,2719,33353,9226,15,80
8/4/25,Andres M Leal,265,88077,123810,8963,2302,7290000,1623,31997,8692,15,80
8/4/25,Cardinal,416,78901,94211,6215,3324,5600000,2644,33030,8539,15,61
8/4/25,Taysacks,423,78451,106150,6965,3082,4620000,2320,28601,8099,15,63
8/4/25,sensejus,470,76893,90111,7041,4280,5090000,2058,30264,8211,15,80
8/4/25,Greta,494,75939,102320,1700,8176,4260000,2266,31245,7629,15,63
8/4/25,falcon,683,70391,52815,9263,1279,11580000,1307,17950,4601,14,80
8/4/25,DaBear,784,68274,111720,4212,4687,2880000,1334,24123,7692,13,64
8/4/25,ThorNDrJones,1091,62647,107560,4221,3828,1800000,1207,18078,8203,15,68
8/4/25,KiwiNZ,1251,60372,93445,6186,2954,1590000,1069,24460,7757,15,66
8/4/25,Ulmos Mist,1413,57829,78178,7439,1665,1750000,1691,19519,6162,16,60
8/4/25,LilMedley,1784,53072,78250,7509,2095,1160000,626,24229,6414,15,80
8/4/25,toasted corn,1992,51239,73859,4882,1292,2430000,1482,19932,6159,15,70
8/4/25,BEVO2112,2126,49983,70021,1360,5024,2720000,1364,21391,5308,15,60
8/4/25,CLV. Kelsie.,2162,49708,97304,5265,1719,687720,730,20776,4311,15,63
8/4/25,Yoohoohoo,2718,45246,52967,6903,376,2130000,676,16838,8114,15,29
8/4/25,NextEvolution,3090,43012,54643,4260,1374,3620000,858,18266,4715,15,70
8/4/25,Terrahawk,3890,38793,43282,5297,727,1480000,1457,13671,4307,15,65
8/4/25,Mongo,6178,29669,34925,2227,1310,2230000,901,11497,3748,15,80
8/4/25,SephGaming,6637,28178,49070,1085,1198,895140,835,14953,3884,15,63
7/28/25,Carl,10,171890,165690,10577,3350,39550000,2547,32452,7521,20,75
7/28/25,Minx,31,136690,179450,13919,667,18570000,2736,32971,8530,15,80
7/28/25,STH0017,39,131360,126360,5555,5136,27000000,2478,33610,8634,15,80
7/28/25,Chip Finn,70,115400,126730,13957,1122,16770000,1793,33389,7711,15,80
7/28/25,Niesa,75,112640,155660,9835,3052,9230000,3525,31990,8665,15,80
7/28/25,Tinger61,151,98448,131530,10364,1994,8550000,2455,31368,8332,15,79
7/28/25,Beyondthestars,209,92500,141380,5556,5240,5070000,2777,30620,8464,15,80
7/28/25,Shaun,225,91363,111770,8783,1254,11410000,1771,33339,8333,17,74
7/28/25,Lethdo,235,90035,128140,6818,4518,4660000,2692,33180,9226,15,80
7/28/25,Andres M Leal,266,87621,123220,8884,2260,7270000,1623,31686,8692,23,80
7/28/25,Cardinal,421,78259,93319,6163,3310,5550000,2610,32775,8539,15,61
7/28/25,Taysacks,426,78015,105170,6926,3057,4620000,2310,28471,8099,15,63
7/28/25,sensejus,476,76240,88954,6966,4234,5070000,2058,29447,8211,15,80
7/28/25,Greta,506,75271,101260,1679,8113,4250000,2226,30921,7629,15,64
7/28/25,falcon,733,68939,51819,9111,1249,11330000,1244,17657,4601,13,80
7/28/25,DaBear,786,67887,110920,4176,4655,2860000,1334,23946,7692,15,66
7/28/25,ThorNDrJones,1089,62284,106830,4181,3791,1790000,1207,17970,8203,15,63
7/28/25,KiwiNZ,1256,59927,92530,6141,2927,1580000,1059,24305,7757,10,63
7/28/25,Ulmos Mist,1423,57518,77696,7386,1658,1750000,1680,19390,6162,17,60
7/28/25,LilMedley,1837,52393,77185,7414,2053,1130000,626,23521,6414,15,80
7/28/25,toasted corn,2069,50339,72995,4822,1267,2410000,1389,19730,6159,15,70
7/28/25,BEVO2112,2149,49552,69539,1357,4965,2690000,1343,21196,5308,20,67
7/28/25,CLV. Kelsie.,2171,49390,96686,5202,1709,687720,730,20603,4311,15,63
7/28/25,Yoohoohoo,2703,45177,52967,6875,373,2130000,676,16797,8114,15,66
7/28/25,NextEvolution,3186,42270,53556,4207,1340,3480000,858,18021,4715,15,70
7/28/25,Terrahawk,4013,38031,42301,5201,711,1440000,1416,13546,4307,15,63
7/28/25,Mongo,6401,28877,33865,2164,1260,2140000,881,11292,3748,15,75
7/28/25,SephGaming,6789,27595,48261,1049,1171,895140,789,14700,3884,,
7/21/25,Carl,10,170820,164360,10504,3331,39400000,2547,32327,7286,15,80
7/21/25,Minx,31,135360,177830,13800,661,18450000,2696,32794,8323,15,80
7/21/25,STH0017,39,130280,125170,5505,5089,26820000,2468,33331,8493,15,80
7/21/25,Chip Finn,68,114230,125350,13861,1088,16640000,1786,33054,7474,16,80
7/21/25,Niesa,76,111610,154290,9761,3022,9130000,3495,31629,8562,15,80
7/21/25,Tinger61,152,97666,130280,10295,1975,8530000,2427,31123,8234,15,74
7/21/25,Pool,184,93990,158990,9245,1743,5140000,2285,30453,7512,15,80
7/21/25,Beyondthestars,211,91495,140040,5495,5203,4970000,2777,30372,8206,15,72
7/21/25,Shaun,228,90333,110400,8668,1231,11320000,1740,33025,8290,15,68
7/21/25,Lethdo,236,89244,126790,6760,4485,4640000,2662,33180,9136,15,80
7/21/25,Andres M Leal,267,86962,122240,8824,2228,7250000,1623,31541,8521,15,80
7/21/25,Cardinal,424,77617,92327,6105,3300,5500000,2591,32596,8500,19,65
7/21/25,Taysacks,431,77243,104020,6872,3034,4620000,2290,28282,7892,15,63
7/21/25,sensejus,499,75102,87759,6895,4183,5050000,1988,29290,8023,15,80
7/21/25,Greta,509,74644,100140,1656,8051,4210000,2226,30630,7562,15,63
7/21/25,falcon,771,67636,50803,8925,1223,11100000,1234,17268,4529,15,80
7/21/25,DaBear,793,67299,110020,4148,4605,2840000,1314,23715,7647,15,66
7/21/25,ThorNDrJones,1123,61410,105200,4126,3765,1780000,1192,17597,8038,15,63
7/21/25,KiwiNZ,1268,59335,91648,6088,2902,1580000,1049,24146,7609,10,60
7/21/25,Juicimus,1299,58899,81177,7300,801,3070000,1086,32201,7599,15,64
7/21/25,Ulmos Mist,1423,57218,77220,7329,1654,1740000,1680,19251,6123,15,62
7/21/25,LilMedley,1893,51609,76023,7338,2036,1100000,626,23391,6171,15,80
7/21/25,toasted corn,2091,49822,72089,4762,1243,2400000,1389,19487,6085,15,63
7/21/25,CLV. Kelsie.,2183,49005,96082,5131,1695,687720,730,20449,4262,15,63
7/21/25,BEVO2112,2186,48984,68485,1356,4897,2660000,1331,21029,5263,15,70
7/21/25,Yoohoohoo,2743,44752,52326,6808,364,2120000,676,16639,8028,15,63
7/21/25,NextEvolution,3296,41406,52301,4164,1306,3370000,858,17731,4569,15,71
7/21/25,Terrahawk,4207,37004,41283,5106,698,1400000,1376,13212,4064,15,63
7/21/25,Mongo,6631,28003,32808,2105,1223,2030000,861,11037,3666,15,80
7/14/25,Carl,10,169340,163230,10425,3314,39210000,2427,32182,7261,15,80
7/14/25,Minx,31,134240,176330,13676,653,18360000,2666,32585,8188,15,80
7/14/25,STH0017,39,129050,123900,5450,5050,26580000,2438,32989,8445,17,80
7/14/25,Chip Finn,70,113020,123980,13724,1057,16420000,1772,32763,7474,15,80
7/14/25,Niesa,76,110580,152880,9707,2979,9050000,3462,31392,8433,15,80
7/14/25,Tinger61,153,96922,129160,10230,1955,8500000,2396,30929,8174,14,80
7/14/25,Pool,186,93321,157700,9145,1720,5100000,2285,30104,7509,15,80
7/14/25,Beyondthestars,211,90822,138760,5444,5169,4890000,2777,30233,8206,15,80
7/14/25,Shaun,230,89175,108970,8559,1213,11230000,1705,32692,8122,17,75
7/14/25,Lethdo,236,88465,125360,6696,4454,4620000,2642,33003,9059,15,80
7/14/25,Andres M Leal,269,86352,121380,8746,2198,7220000,1623,31294,8421,15,80
7/14/25,Cardinal,430,76797,91269,6051,3280,5450000,2559,32355,8374,15,64
7/14/25,Taysacks,433,76756,102940,6834,3005,4610000,2280,28118,7892,15,63
7/14/25,sensejus,504,74518,86645,6825,4136,5020000,1988,29206,8023,15,80
7/14/25,Greta,516,74074,99190,1642,7982,4210000,2216,30446,7476,15,56
7/14/25,DaBear,790,66827,109210,4115,4569,2830000,1314,23514,7572,15,59
7/14/25,falcon,827,66226,49764,8750,1201,10840000,1205,17053,4464,12,80
7/14/25,ThorNDrJones,1131,60889,104420,4077,3733,1760000,1172,17261,8038,15,63
7/14/25,KiwiNZ,1280,58812,90706,6034,2883,1580000,1029,23960,7593,15,72
7/14/25,Juicimus,1304,58393,80508,7228,795,3060000,1056,32014,7599,15,66
7/14/25,Ulmos Mist,1417,56943,76684,7270,1649,1740000,1680,19119,6123,15,80
7/14/25,LilMedley,1942,50923,74954,7251,2018,1080000,596,23253,6165,15,80
7/14/25,toasted corn,2123,49298,71267,4703,1227,2380000,1389,19263,5989,15,63
7/14/25,CLV. Kelsie.,2179,48666,95476,5075,1679,687720,730,20343,4229,15,63
7/14/25,BEVO2112,2219,48311,68076,1348,4828,2640000,1281,20790,5173,15,65
7/14/25,Yoohoohoo,2797,44241,51399,6745,355,2110000,676,16555,7923,15,68
7/14/25,NextEvolution,3410,40588,51024,4099,1272,3230000,858,17556,4569,15,68
7/14/25,Terrahawk,4324,36332,40378,5007,685,1360000,1355,12893,4064,15,63
7/14/25,Mongo,6861,27147,31789,2044,1175,1930000,841,10769,3606,15,80
7/7/25,Carl,10,168410,161990,10330,3296,39050000,2427,31989,7214,15,80
7/7/25,Minx,30,133190,174860,13513,639,18290000,2636,32415,8173,15,80
7/7/25,STH0017,39,127670,122590,5418,4964,26320000,2408,32691,8298,18,80
7/7/25,Chip Finn,72,111780,122640,13570,1048,16200000,1754,32503,7459,15,80
7/7/25,Niesa,76,109750,151660,9636,2942,8960000,3442,31170,8412,15,80
7/7/25,Tinger61,155,96112,127890,10147,1931,8450000,2381,30703,8104,10,80
7/7/25,Pool,185,92707,156490,9049,1695,5100000,2285,29886,7476,15,80
7/7/25,Beyondthestars,223,89185,137340,5380,5133,4800000,2607,29893,8191,15,80
7/7/25,Shaun,233,88043,107570,8445,1184,11140000,1679,32383,7972,15,72
7/7/25,Lethdo,242,87514,123920,6627,4421,4600000,2606,32412,8958,15,80
7/7/25,Andres M Leal,269,85886,120600,8683,2158,7200000,1623,31078,8416,17,80
7/7/25,Taysacks,430,76208,101990,6797,2978,4610000,2260,27979,7829,15,66
7/7/25,Cardinal,435,76124,90493,5993,3265,5400000,2535,32174,8292,15,63
7/7/25,sensejus,513,73737,85458,6751,4104,4990000,1968,29151,7917,15,80
7/7/25,Greta,524,73457,98245,1634,7922,4210000,2196,30130,7371,15,70
7/7/25,DaBear,799,66219,108320,4074,4528,2820000,1304,23318,7437,15,67
7/7/25,falcon,885,64810,48675,8605,1172,10580000,1175,16833,4358,14,80
7/7/25,ThorNDrJones,1145,60216,103420,4033,3695,1750000,1152,17020,7933,15,66
7/7/25,KiwiNZ,1300,58117,89510,5979,2848,1570000,1029,23753,7414,15,63
7/7/25,Juicimus,1304,58016,79836,7168,778,3060000,1056,31794,7584,15,60
7/7/25,Ulmos Mist,1413,56651,76191,7213,1643,1740000,1680,18969,6096,17,60
7/7/25,LilMedley,1986,50224,73856,7166,1997,1060000,566,23178,6152,15,80
7/7/25,toasted corn,2153,48667,70365,4640,1208,2350000,1389,19031,5828,13,64
7/7/25,CLV. Kelsie.,2179,48376,94901,5026,1660,687720,730,20238,4229,15,63
7/7/25,BEVO2112,2262,47754,66969,1348,4761,2620000,1281,20652,5068,15,66
7/7/25,Yoohoohoo,2893,43372,50670,6673,347,2100000,606,16419,7788,16,61
7/7/25,NextEvolution,3543,39666,49794,4041,1243,3100000,858,17370,4420,15,69
7/7/25,Terrahawk,4437,35688,39536,4909,669,1340000,1330,12673,4044,15,63
7/7/25,Mongo,7139,26256,30646,1982,1134,1860000,816,10428,3501,15,75
6/30/25,Carl,9,167660,160900,10239,3276,38940000,2427,31822,7214,15,80
6/30/25,Minx,31,132220,173430,13361,631,18170000,2626,32292,8173,15,80
6/30/25,STH0017,39,126330,121390,5380,4894,25970000,2388,32410,8298,15,80
6/30/25,Chip Finn,73,110410,121190,13399,1031,15980000,1742,32216,7354,15,80
6/30/25,Niesa,75,108780,150280,9576,2893,8910000,3412,30855,8304,20,80
6/30/25,Tinger61,157,95314,126800,10070,1899,8410000,2359,30483,8002,15,70
6/30/25,Beyondthestars,223,88328,135970,5321,5088,4700000,2607,29543,8125,15,80
6/30/25,Shaun,241,87062,106220,8333,1153,11030000,1653,32175,7972,15,77
6/30/25,Lethdo,248,86704,122790,6564,4380,4590000,2576,31980,8849,15,80
6/30/25,Andres M Leal,268,85301,119640,8611,2122,7180000,1623,30744,8356,16,80
6/30/25,Taysacks,433,75593,100960,6750,2950,4600000,2240,27806,7754,15,74
6/30/25,Cardinal,440,75424,89517,5939,3244,5340000,2519,31978,8191,15,67
6/30/25,Greta,524,72885,97415,1626,7841,4180000,2186,30019,7289,15,63
6/30/25,sensejus,531,72721,84194,6651,4046,4970000,1918,28870,7857,15,80
6/30/25,DaBear,806,65773,107470,4036,4490,2810000,1304,23187,7392,15,64
6/30/25,falcon,944,63372,47552,8456,1150,10310000,1145,16651,4249,11,80
6/30/25,ThorNDrJones,1146,59659,102570,3993,3645,1740000,1142,16821,7858,15,68
6/30/25,KiwiNZ,1316,57640,88648,5928,2805,1570000,1019,23572,7414,15,63
6/30/25,Juicimus,1319,57542,79194,7086,773,3040000,1056,31513,7494,14,63
6/30/25,Ulmos Mist,1410,56369,75684,7155,1640,1740000,1680,18898,6072,15,63
6/30/25,LilMedley,2024,49588,72734,7078,1971,1030000,565,23057,6098,15,80
6/30/25,toasted corn,2166,48283,69715,4585,1186,2320000,1389,18815,5828,14,64
6/30/25,CLV. Kelsie.,2192,48058,94256,4973,1639,687720,730,20154,4229,15,66
6/30/25,BEVO2112,2282,47365,66537,1346,4694,2600000,1281,20520,4993,15,60
6/30/25,Yoohoohoo,2900,43113,50331,6620,331,2090000,606,16309,7773,13,77
6/30/25,NextEvolution,3677,38871,48595,3992,1214,2960000,858,17173,4370,15,65
6/30/25,Terrahawk,4596,34824,38689,4803,651,1310000,1278,12392,3985,15,63
6/30/25,Mongo,7474,25251,29177,1928,1095,1800000,781,10092,3381,15,80
6/23/25,Carl,8,166500,159660,10116,3248,38780000,2427,30921,7071,15,80
6/23/25,Minx,31,130980,172030,13207,625,18050000,2596,31607,8060,15,80
6/23/25,STH0017,39,124580,119980,5368,4815,25590000,2358,32242,8009,17,80
6/23/25,Chip Finn,74,109240,119740,13277,1023,15780000,1726,32012,7303,15,80
6/23/25,Niesa,79,107670,148910,9517,2849,8800000,3372,30528,8180,16,80
6/23/25,Tinger61,159,94605,125580,10007,1886,8390000,2340,30260,7913,10,80
6/23/25,Beyondthestars,230,87199,134730,5266,5050,4590000,2557,29241,7993,15,80
6/23/25,Lethdo,247,86123,121650,6508,4352,4580000,2556,31980,8837,15,80
6/23/25,Shaun,251,85920,104810,8216,1125,10930000,1611,31970,7919,15,74
6/23/25,CVanquish,260,85478,145720,5201,3292,6830000,1442,30087,8170,15,30
6/23/25,Andres M Leal,268,84697,118750,8528,2093,7150000,1623,30433,8302,15,80
6/23/25,Taysacks,439,74904,99818,6704,2917,4590000,2220,27616,7647,15,80
6/23/25,Cardinal,451,74627,88282,5875,3225,5270000,2488,31978,8159,15,68
6/23/25,Greta,528,72240,96441,1593,7792,4160000,2176,29649,7194,15,63
6/23/25,sensejus,544,71913,83082,6564,4007,4930000,1918,28267,7711,15,80
6/23/25,DaBear,802,65367,106780,4003,4456,2790000,1304,23041,7331,15,67
6/23/25,falcon,998,61960,46231,8299,1134,10060000,1115,16250,4214,15,80
6/23/25,ThorNDrJones,1154,59167,101630,3949,3611,1730000,1142,16642,7798,15,71
6/23/25,KiwiNZ,1326,57112,87762,5876,2784,1550000,1009,23308,7360,14,55
6/23/25,Juicimus,1333,57019,78196,7018,763,3030000,1056,31191,7437,16,68
6/23/25,Ulmos Mist,1399,56119,75249,7104,1628,1740000,1680,18776,6070,17,63
6/23/25,LilMedley,2076,48854,71663,6982,1949,1010000,565,22484,5969,15,80
6/23/25,CLV. Kelsie.,2197,47756,93734,4916,1619,687720,730,19979,4229,15,68
6/23/25,toasted corn,2249,47338,69092,4533,1171,2310000,1304,18587,5653,15,55
6/23/25,BEVO2112,2300,46890,65843,1336,4636,2560000,1270,20341,4965,15,65
6/23/25,Yoohoohoo,2985,42413,49584,6545,312,2080000,576,16107,7650,15,80
6/23/25,NextEvolution,3841,37963,47394,3950,1184,2830000,858,16832,4212,15,75
6/23/25,Terrahawk,4785,33965,37775,4692,639,1270000,1259,12144,3809,15,66
6/23/25,Mongo,7775,24398,28140,1837,1065,1730000,761,9920,3292,15,78
6/16/25,Carl,7,165610,158580,10038,3227,38570000,2427,30830,7062,15,80
6/16/25,Minx,31,130000,170610,13058,620,17940000,2586,31451,8039,15,80
6/16/25,STH0017,40,122900,118790,5337,4744,25130000,2318,31853,8009,15,80
6/16/25,Chip Finn,77,107950,118360,13122,1014,15580000,1714,31675,7181,15,80
6/16/25,Niesa,79,106830,147570,9455,2820,8700000,3352,30293,8180,15,80
6/16/25,Tinger61,162,93714,124270,9897,1866,8320000,2319,29872,7889,12,74
6/16/25,Beyondthestars,232,86528,133520,5207,5014,4510000,2557,29053,7993,15,80
6/16/25,Lethdo,248,85432,120320,6449,4324,4580000,2536,31980,8764,15,80
6/16/25,CVanquish,251,85145,145030,5178,3275,6820000,1442,29844,8142,16,28
6/16/25,Shaun,256,84826,103620,8089,1100,10800000,1584,31578,7854,16,74
6/16/25,Andres M Leal,274,83748,117900,8467,2057,7110000,1551,30257,8207,15,80
6/16/25,Taysacks,445,74232,98674,6651,2879,4580000,2190,27380,7647,15,76
6/16/25,Cardinal,460,73917,87396,5806,3202,5220000,2472,31582,8091,15,63
6/16/25,Greta,528,71653,95507,1573,7732,4130000,2156,29381,7170,15,64
6/16/25,sensejus,545,71375,81989,6494,3968,4910000,1918,28134,7711,15,80
6/16/25,DaBear,802,64873,105900,3966,4420,2790000,1304,22910,7224,15,65
6/16/25,ThorNDrJones,1174,58499,100760,3895,3572,1700000,1132,16307,7666,15,63
6/16/25,KiwiNZ,1341,56499,86823,5824,2764,1540000,999,23017,7227,15,45
6/16/25,Juicimus,1344,56479,77457,6945,758,3010000,1046,30968,7350,15,64
6/16/25,Ulmos Mist,1389,55856,74771,7049,1620,1740000,1680,18636,6067,17,63
6/16/25,LilMedley,2093,48319,70629,6898,1930,991220,565,22290,5969,15,80
6/16/25,CLV. Kelsie.,2206,47446,93139,4868,1593,687720,730,19847,4229,15,61
6/16/25,toasted corn,2258,46955,68389,4483,1151,2290000,1304,18326,5653,14,28
6/16/25,BEVO2112,2370,46067,64765,1327,4554,2510000,1241,20158,4864,15,73
6/16/25,Yoohoohoo,3024,41990,48947,6463,295,2070000,576,16015,7612,15,64
6/16/25,NextEvolution,3987,37152,46210,3904,1144,2690000,858,16606,4159,15,69
6/16/25,Terrahawk,4926,33210,36905,4568,624,1240000,1229,11813,3787,15,63
6/16/25,Mongo,8064,23613,27166,1753,1033,1670000,735,9645,3255,15,70
6/9/25,Carl,7,164010,157300,9960,3207,38430000,2290,30773,6967,15,80
6/9/25,Minx,31,128770,169250,12908,612,17830000,2536,31230,7945,15,80
6/9/25,STH0017,39,121590,117620,5292,4687,24770000,2308,31539,7990,15,80
6/9/25,Chip Finn,78,106690,117020,12967,1004,15370000,1698,31338,7135,16,80
6/9/25,Niesa,79,105810,146320,9393,2785,8590000,3322,30078,8071,16,80
